index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error
4165,14/12/2019,NorthEastern,35.44,29.33,-6.11
4166,15/12/2019,Northern,626.8,451.08,-175.72
4167,15/12/2019,Western,1283.14,1149.71,-133.43
4168,15/12/2019,Southern,624.03,471.65,-152.38
4169,15/12/2019,Eastern,487.61,463.7,-23.91
4170,15/12/2019,NorthEastern,35.44,27.69,-7.75
4171,16/12/2019,Northern,646.42,473.89,-172.53
4172,16/12/2019,Western,1282.46,1168.15,-114.31
4173,16/12/2019,Southern,630.85,474.17,-156.68
4174,16/12/2019,Eastern,487.61,477.76,-9.85
4175,16/12/2019,NorthEastern,35.44,28.17,-7.27
4176,17/12/2019,Northern,646.42,497.25,-149.17
4177,17/12/2019,Western,1282.46,1196.45,-86.01
4178,17/12/2019,Southern,630.85,480.87,-149.98
4179,17/12/2019,Eastern,487.61,480.24,-7.37
4180,17/12/2019,NorthEastern,35.44,29.37,-6.07
4181,18/12/2019,Northern,650.57,521.85,-128.72
4182,18/12/2019,Western,1282.46,1227.56,-54.9
4183,18/12/2019,Southern,630.85,509.82,-121.03
4184,18/12/2019,Eastern,487.61,486.96,-0.65
4185,18/12/2019,NorthEastern,35.44,33.7,-1.74
4186,19/12/2019,Northern,673.5,538.82,-134.68
4187,19/12/2019,Western,1283.14,1270.86,-12.28
4188,19/12/2019,Southern,630.85,519.6,-111.25
4189,19/12/2019,Eastern,487.61,490.95,3.34
4190,19/12/2019,NorthEastern,35.44,35.27,-0.17
4191,20/12/2019,Northern,675.92,555.64,-120.28
4192,20/12/2019,Western,1266.45,1313.94,47.49
4193,20/12/2019,Southern,630.85,546.03,-84.82
4194,20/12/2019,Eastern,487.65,497.85,10.2
4195,20/12/2019,NorthEastern,35.44,37.92,2.48
4196,21/12/2019,Northern,676.3,534.94,-141.36
4197,21/12/2019,Western,1280.89,1288.91,8.02
4198,21/12/2019,Southern,630.85,520.08,-110.77
4199,21/12/2019,Eastern,483.8,495.35,11.55
4200,21/12/2019,NorthEastern,35.44,35.17,-0.27
4201,22/12/2019,Northern,676.3,526.88,-149.42
4202,22/12/2019,Western,1280.89,1210.92,-69.97
4203,22/12/2019,Southern,630.85,506.9,-123.95
4204,22/12/2019,Eastern,483.8,464.07,-19.73
4205,22/12/2019,NorthEastern,35.44,35.21,-0.23
4206,23/12/2019,Northern,676.3,556.7,-119.6
4207,23/12/2019,Western,1280.89,1264.7,-16.19
4208,23/12/2019,Southern,630.85,543.02,-87.83
4209,23/12/2019,Eastern,479.85,466.78,-13.07
4210,23/12/2019,NorthEastern,35.44,31.12,-4.32
4211,24/12/2019,Northern,676.3,576.51,-99.79
4212,24/12/2019,Western,1280.89,1298.92,18.03
4213,24/12/2019,Southern,630.85,553.94,-76.91
4214,24/12/2019,Eastern,479.85,478.71,-1.14
4215,24/12/2019,NorthEastern,35.44,30.99,-4.45
4216,25/12/2019,Northern,676.3,582.85,-93.45
4217,25/12/2019,Western,1280.89,1297.97,17.08
4218,25/12/2019,Southern,626.85,532.18,-94.67
4219,25/12/2019,Eastern,479.56,479.94,0.38
4220,25/12/2019,NorthEastern,35.44,36.81,1.37
4221,26/12/2019,Northern,685.97,591.9,-94.07
4222,26/12/2019,Western,1280.89,1293.5,12.61
4223,26/12/2019,Southern,635.02,584.08,-50.94
4224,26/12/2019,Eastern,485.39,484.45,-0.94
4225,26/12/2019,NorthEastern,35.44,37.35,1.91
4226,27/12/2019,Northern,685.97,589.75,-96.22
4227,27/12/2019,Western,1289.27,1285.53,-3.74
4228,27/12/2019,Southern,635.02,570.11,-64.91
4229,27/12/2019,Eastern,490.97,486.3,-4.67
4230,27/12/2019,NorthEastern,35.44,37.47,2.03
4231,28/12/2019,Northern,685.97,558.54,-127.43
4232,28/12/2019,Western,1290.1,1289.93,-0.17
4233,28/12/2019,Southern,635.02,550.02,-85
4234,28/12/2019,Eastern,490.97,482.81,-8.16
4235,28/12/2019,NorthEastern,35.44,37.04,1.6
4236,29/12/2019,Northern,685.97,545.82,-140.15
4237,29/12/2019,Western,1290.1,1264.32,-25.78
4238,29/12/2019,Southern,635.02,521.21,-113.81
4239,29/12/2019,Eastern,490.97,463.46,-27.51
4240,29/12/2019,NorthEastern,35.44,36.53,1.09
4241,30/12/2019,Northern,685.97,586.28,-99.69
4242,30/12/2019,Western,1290.1,1293.35,3.25
4243,30/12/2019,Southern,635.02,534.75,-100.27
4244,30/12/2019,Eastern,490.97,475.78,-15.19
4245,30/12/2019,NorthEastern,35.44,38.33,2.89
4246,31/12/2019,Northern,703.04,597.52,-105.52
4247,31/12/2019,Western,1302.1,1315.8,13.7
4248,31/12/2019,Southern,635.02,546.81,-88.21
4249,31/12/2019,Eastern,490.97,483.53,-7.44
4250,31/12/2019,NorthEastern,35.44,37.7,2.26
